id,e-search,e-entry,t-entry,e-cat,t-related,e-syn,e-ant
14760,close in on,close in on,ใกล้เข้ามา (เพื่อจู่โจมหรือโจมตี),PHRV,,close in; move in on,
14761,close off,close off,ปิดกั้น,PHRV,อุด,,
14762,close on,close on,ใกล้เข้ามาทีละน้อย,PHRV,คืบคลานเข้ามา,,
14763,close on,close on,ล้อมรอบทีละน้อย,PHRV,,,
14764,close out,close out,ลดราคา,PHRV,,,
14765,close ranks,close ranks,เข้าร่วมกับ,IDM,"ร่วมกัน, ร่วมกับ",,
14766,close round,close round,ใกล้เข้ามาทีละน้อย,PHRV,คืบคลานเข้ามา,close about,
14767,close the door on,close the door on,ประกาศว่าหมดหวังสำหรับ,IDM,,shut on,
14768,close to home,close to home,ใกล้ตัว,IDM,ใกล้บ้าน,,
14769,close to someone,close to someone,เข้ากันดีกับ,IDM,"เป็นเพื่อนกับ, สนิทสนมกับ",,
14770,close up,close up,ปิด,PHRV,อุด,,
14771,close up,close up,เข้ามาใกล้,PHRV,เข้ามาร่วม,join up,
14772,close up,close up,ปิดตอนกลางคืนหรือช่วงสั้นๆ,PHRV,,close down; shut down,
14773,close up,close up,ปิดเงียบ,PHRV,เก็บเป็นความลับ,,
14774,close upon,close upon,ใกล้เข้ามาทีละน้อย,PHRV,คืบคลานเข้ามา,,
14775,close with,close with,จบด้วย,PHRV,,,
14776,close with,close with,เริ่มต่อสู้กับ (ทางวรรณคดี),PHRV,,,
14777,close with,close with,เข้าประชุมเป็นส่วนตัว (ใช้รูป  passive voice เสมอ),PHRV,,,
14778,close with,close with,เห็นด้วยกับ,PHRV,,,
14779,close with,close with,ขอพบเป็นส่วนตัว,PHRV,พบปะส่วนตัวกับ,closet with,
14780,closet with,closet with,เข้าประชุมเป็นส่วนตัว,PHRV,,be closed with,
14781,clothe in,clothe in,แต่งตัวด้วย,PHRV,แต่งอยู่ในชุด,,
14782,clothe in,clothe in,ปกคลุมด้วย,PHRV,"ปกปิดด้วย, ปิดซ่อน",clothe with,
14783,clothe with,clothe with,แต่งตัวด้วย,PHRV,แต่งอยู่ในชุด,,
14784,clothe with,clothe with,ปกคลุมด้วย,PHRV,"ปกปิดด้วย, ปิดซ่อน",clothe in,
14785,cloud over,cloud over,มืดครึ้ม,PHRV,,,
14786,cloud over,cloud over,ทำให้มัวลง,PHRV,,cloud up; mist over; steam over; steam up,
14787,cloud over,cloud over,ร่าเริงน้อยลง,PHRV,สดชื่นน้อยลง,,
14788,cloud up,cloud up,มืดมัว,PHRV,,,
14789,club together,club together,รวมกลุ่ม,PHRV,"เกาะกลุ่ม, รวมตัว",,
14790,club together,club together,ร่วมหุ้นกับ,PHRV,ร่วมทุนกับ,,
14791,clue down,clue down,ลดใบเรือลง,PHRV,,clew down,
14792,clue in,clue in,ให้เบาะแสกับ (คำไม่เป็นทางการ),PHRV,"ชี้นำ, แนะหรือให้ข้อมูลกับ",,
14793,clue one in,clue one in,ให้ข้อมูลที่เป็นประโยชน์,IDM,,,
14794,clue up,clue up,ให้ข้อมูลในเรื่อง,PHRV,แนะเงื่อนงำในเรื่อง,clew up,
14795,cluster around,cluster around,ห้อมล้อม,PHRV,ล้อมรอบ,cluster round,
14796,cluster round,cluster round,ห้อมล้อม,PHRV,ล้อมรอบ,cluster around,
14797,cluster together,cluster together,รวมกลุ่มกัน,PHRV,รวมตัวกัน,,
14798,clutch at,clutch at,ฉวยไว้,PHRV,คว้าไว้,grab at,
14799,clutch at,clutch at,พยายามฉกฉวยโอกาส,PHRV,คว้าโอกาส,catch at,
14800,clutch at straws,clutch at straws,พยายามฉกฉวยโอกาส,IDM,คว้าโอกาส,,
14801,clutch something to one's bosom,clutch something to one's bosom,ยอมรับอย่างกระตือรือร้น,IDM,ยินดีต้อนรับ,,
14802,clutch to,clutch to,ยึดแน่นกับ,PHRV,"เกาะไว้กับ, กำไว้",,
14803,clutter up,clutter up,ทำให้เกะกะ,PHRV,ทำให้เรี่ยราด,,
14804,coach for,coach for,ฝึกฝนมาเพื่อ,PHRV,,,
14805,coast along,coast along,เคลื่อนไปเรื่อยๆ (โดยปราศจากการถีบสำหรับจักรยาน หรือการติดเครื่องยนต์สำหรับรถยนต์),PHRV,แล่นไปเรื่อย,,
14806,coat with,coat with,เคลือบด้วย,PHRV,ปกคลุมด้วย,,
14807,coax into,coax into,โน้มน้าวให้ยอม,PHRV,,argue into,
14808,coax out of,coax out of,โน้มน้าวให้ห่างจาก,PHRV,,argue out of,
14809,cobble up,cobble up,ทำลวกๆ,PHRV,ทำอย่างหยาบๆ,,
14810,cock up,cock up,ยกขึ้น,PHRV,ตั้งขึ้น,,
14811,cock up,cock up,ทำให้เสียไปโดยประมาท,PHRV,,,
14812,cocker up,cocker up,พะเน้าพะนอเกินไป,PHRV,ตามใจเกินไป,,
14813,coerce into,coerce into,บีบบังคับ,PHRV,ขู่เข็ญ,railroad into,
14814,coexist with,coexist with,อยู่ร่วมกันอย่างสงบ (โดยเฉพาะกับผู้มีความคิดแตกต่างกันทางการเมือง),PHRV,,,
14815,coil around,coil around,หมุนเป็นวงรอบ (บางสิ่ง),PHRV,"ขดรอบ, ม้วนรอบ",coil round; twist around,
14816,coil down,coil down,ม้วนเชือกผูกเรือ (การแล่นเรือ),PHRV,,,
14817,coil round,coil round,หมุนเป็นวงรอบ (บางสิ่ง),PHRV,"ขดรอบ, ม้วนรอบ",twist around; wind around; wreathe around,
14818,coil up,coil up,นอนขดตัวอยู่,PHRV,นอนม้วนตัวอยู่,,
14819,coil up,coil up,ม้วนเชือกไว้ในมือ (การแล่นเรือ),PHRV,จับเชือกขดเป็นวง,,
14820,coin it in,coin it in,หาเงินได้มาก (คำไม่เป็นทางการ),PHRV,,,
14821,coincide with,coincide with,เกิดขึ้นพร้อมกับ (โดยบังเอิญ),PHRV,,clash with; conflict with,
14822,cold comfort,cold comfort,คำปลอบที่ไร้ประโยชน์,IDM,คำปลอบที่ไม่มีผล,,
14823,cold turkey,cold turkey,อย่างทันที,IDM,อย่างฉับพลัน,,
14824,collaborate with,collaborate with,ทำงานร่วมกับ,PHRV,ร่วมมือกับ,,
14825,collect for,collect for,เก็บรวมรวบเพื่อ,PHRV,เก็บไว้ให้,,
14826,collect from,collect from,เอาออกมาจาก (สถานที่),PHRV,พาออกจาก  (สถานที่),,
14827,collect from,collect from,เรียกคืน (เงินที่เป็นหนี้หรือสัญญา),PHRV,,,
14828,collect up,collect up,รวบรวบไว้ด้วยกัน,PHRV,,,
14829,collide with,collide with,กระแทกกับ,PHRV,ชนกับ,be in with,
14830,collide with,collide with,ไม่เห็นด้วยอย่างยิ่งกับ,PHRV,ขัดแย้งกับ,conflict with,
14831,collocate with,collocate with,ใช้ (คำ) ร่วมกับ (คำอื่น),PHRV,,contrue with,
14832,colour in,colour in,เติมสีสันให้กับ,PHRV,ใส่สีให้กับ,,
14833,colour up,colour up,(หน้า) แดงด้วยความอาย,PHRV,,flame up; flush up,
14834,colour up,colour up,ทำให้น่าตื่นเต้น,PHRV,,,
14835,comb for,comb for,ค้น (บางสิ่ง) เพื่อหา,PHRV,,,
14836,comb out,comb out,สางผม,PHRV,,comb through,
14837,comb out,comb out,สางผมเพื่อเอา (บางสิ่ง) ออก,PHRV,สางออก,,
14838,comb out,comb out,ค้น (บางสิ่ง) เพื่อหา,PHRV,ตรวจค้น(บางสิ่ง)เพื่อหา,,
14839,comb out,comb out,ค้นหา,PHRV,,comb through,
14840,comb out,comb out,เอาออกจากกลุ่ม (โดยเฉพาะสิ่งที่ไม่ต้องการ),PHRV,ย้ายออกจากกลุ่ม,,
14841,comb through,comb through,สางผม,PHRV,,comb out,
14842,comb through,comb through,ค้นหา (ด้วยความพยายามอย่างมาก),PHRV,,comb out,
14843,combine against,combine against,ร่วมพลังกันต่อต้าน,PHRV,ร่วมกันสู้กับ,,
14844,combine with,combine with,รวมเข้ากับ,PHRV,รวมกับ,amalgamate with; merge together; merge with,
14845,combine with,combine with,เพิ่ม (บางสิ่ง) ให้กับ,PHRV,,,
14846,come a cropper,come a cropper,โชคร้าย,IDM,"เกือบหายนะ, หมดหวัง",,
14847,come aboard,come aboard,ขึ้น (เรือหรือเครื่องบิน),PHRV,,go aboard; go ashore; take aboard; take ashore,
